"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","prev_visit_timestamp","entrance","navy","west_basin","mid_basin","east_basin","container","dak_fishing","dak_offshore","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"YIFENG29","412209127","CHN","CHN",NA,"fishing","low","fishing","trawlers","SEN","DAKAR",2025-08-21 13:35:14,"4",2025-09-10 06:00:54,"4","19.7","DAKAR",2025-08-21 13:35:14,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,0.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/785354964-45b4-f8c5-b095-0f9384dec366?&start=2025-08-19&end=2025-09-12"")"
"MENGXIN19","412209168","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-04 20:41:49,"4",2025-07-07 07:31:49,"4","2.4","DAKAR",2025-01-23 10:49:41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,21.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/810e2f535-5471-6076-8a4c-61c2c4c5b700?&start=2025-07-02&end=2025-07-09"")"
"MENGXIN2O","412209169","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-02 12:28:32,"4",2025-07-04 19:15:44,"4","2.3","DAKAR",2025-01-24 02:25:19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,92.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/39a2ea836-6df8-0b65-f4f1-4edefca267d2?&start=2025-06-30&end=2025-07-06"")"
"MENG XIN21","412209171","CHN","CHN",NA,"fishing","med","fishing","trawlers","GIN","CONAKRY",2025-07-02 21:53:13,"4",2025-07-05 03:39:11,"4","2.2","DAKAR",2025-01-24 10:15:59,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,18.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/49c3327bb-b074-999f-27a8-13501eeff271?&start=2025-06-30&end=2025-07-07"")"
"MENG XIN 22","412209172","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-02 12:36:08,"4",2025-07-04 16:44:23,"4","2.2","DAKAR",2025-08-15 10:32:03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,24.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/418ae526a-a5fb-1f28-144b-9b5554251700?&start=2025-06-30&end=2025-07-06"")"
"MENGXIN23","412209173","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-02 21:11:59,"4",2025-07-05 03:21:13,"4","2.3","DAKAR",2025-01-12 08:59:17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,21.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/75fdc78ae-e133-f259-3653-52561165e258?&start=2025-06-30&end=2025-07-07"")"
"MENGXIN24","412209175","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-05 17:07:18,"4",2025-07-07 20:26:55,"4","2.1","DAKAR",2025-01-24 23:18:43,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,61.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9436efe9d-d36d-c20a-4381-b2f8c878b515?&start=2025-07-03&end=2025-07-09"")"
"MENG XIN 27","412209178","CHN","CHN",NA,"fishing","med","fishing","trawlers","GIN","CONAKRY",2025-07-04 19:42:14,"4",2025-07-07 07:09:53,"4","2.5","DAKAR",2025-01-23 06:03:28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,8.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4081c9c0f-ff1e-f4ce-d2a8-2cd39185760d?&start=2025-07-02&end=2025-07-09"")"
"MENGXIN28","412209179","GHA","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-06 22:51:10,"4",2025-07-09 01:39:38,"4","2.1","DAKAR",2025-01-17 22:34:58,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,15.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/24971f8fc-c15c-486f-b3de-3c1bce9b4f9b?&start=2025-07-04&end=2025-07-11"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-07-03 02:30:18,"4",2025-07-17 09:44:16,"4","14.3","DAKAR",2025-07-03 02:30:18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,4.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-07-01&end=2025-07-19"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-07-18 14:26:04,"4",2025-07-30 15:57:23,"4","12","DAKAR",2025-07-18 14:26:04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,2.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-07-16&end=2025-08-01"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-08-01 04:12:03,"4",2025-08-15 07:24:32,"4","14.1","DAKAR",2025-08-01 04:12:03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,2,FALSE,0,5.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-07-30&end=2025-08-17"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-01 23:56:03,"4",2025-09-17 03:56:12,"4","15.2","DAKAR",2025-09-01 23:56:03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,2,FALSE,0,4.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-08-30&end=2025-09-19"")"
"YANGMING8005","412209197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-08-12 14:59:54,"4",2025-09-01 01:40:57,"4","19.4","DAKAR",2025-08-12 14:59:54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,0.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0069639f1-1b76-f441-db80-7bd4d6f7f9e2?&start=2025-08-10&end=2025-09-03"")"
"YANGMING8006","412209198","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-07 17:39:52,"4",2025-08-03 22:25:01,"4","27.2","DAKAR",2025-07-07 17:39:52,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,4,FALSE,0,6.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2025-07-05&end=2025-08-05"")"
"RUITAIFENG88","412217977","","CHN",NA,"fishing","low","carrier","carrier","GIN","CONAKRY",2025-08-10 12:01:19,"4",2025-08-13 01:46:07,"4","2.5","DAKAR",2025-06-05 13:19:17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,87.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1ad0c9598-8f03-b516-5ded-51f5a32ad0e9?&start=2025-08-08&end=2025-08-15"")"
"LUQINGYUAN022","412331028","CHN","CHN",NA,"fishing","high","fishing","set_longlines","SEN","DAKAR",2025-09-17 08:13:05,"4",2025-09-17 23:55:00,"4","0.6","DAKAR",2025-09-17 08:13:05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/95e8a294f-f1d0-524d-14e8-e844231ebb93?&start=2025-09-15&end=2025-09-19"")"
"LUQINGYUANYU026","412331031","CHN","CHN",NA,"fishing","high","fishing","drifting_longline","SEN","DAKAR",2025-09-18 15:37:56,"4",2025-09-19 08:42:25,"3","0.7","DAKAR",2025-09-18 15:37:56,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,5.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e322ca93-3c52-801b-1145-feebb977ecfe?&start=2025-09-16&end=2025-09-21"")"
"LUQINGYUANYU026","412331031","CHN","CHN",NA,"fishing","high","fishing","drifting_longline","MYS","TANJUNG PELEPAS",2022-12-16 12:25:19,"4",2025-09-28 12:13:03,"4","1017","DAKAR",2025-09-27 02:47:20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,0,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9a9b72c4f-f07e-a0c8-9381-3bf9e2c04cdb?&start=2022-12-14&end=2025-09-30"")"
NA,"412331033","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-14 09:18:23,"4",2025-09-14 23:57:21,"4","0.6","DAKAR",2025-09-14 09:18:23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e44610c28-8936-0ab8-e62b-0d27b5af60a7?&start=2025-09-12&end=2025-09-16"")"
NA,"412331033","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-15 15:20:26,"4",2025-09-15 23:49:05,"4","0.3","DAKAR",2025-09-15 15:20:26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e44610c28-8936-0ab8-e62b-0d27b5af60a7?&start=2025-09-13&end=2025-09-17"")"
NA,"412331033","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-16 00:07:40,"4",2025-09-16 23:59:43,"4","1","DAKAR",2025-09-16 00:07:40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e44610c28-8936-0ab8-e62b-0d27b5af60a7?&start=2025-09-14&end=2025-09-18"")"
NA,"412331033","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-17 00:39:47,"4",2025-09-17 23:55:37,"4","1","DAKAR",2025-09-17 00:39:47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e44610c28-8936-0ab8-e62b-0d27b5af60a7?&start=2025-09-15&end=2025-09-19"")"
NA,"412331033","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-18 00:31:43,"4",2025-09-18 23:52:21,"4","1","DAKAR",2025-09-18 00:31:43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e44610c28-8936-0ab8-e62b-0d27b5af60a7?&start=2025-09-16&end=2025-09-20"")"
NA,"412331033","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-19 00:02:36,"4",2025-09-19 23:52:52,"4","1","DAKAR",2025-09-19 00:02:36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e44610c28-8936-0ab8-e62b-0d27b5af60a7?&start=2025-09-17&end=2025-09-21"")"
NA,"412331033","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-21 00:28:31,"4",2025-09-21 23:52:06,"4","1","DAKAR",2025-09-21 00:28:31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e44610c28-8936-0ab8-e62b-0d27b5af60a7?&start=2025-09-19&end=2025-09-23"")"
NA,"412331033","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-22 00:59:38,"4",2025-09-22 23:34:44,"4","0.9","DAKAR",2025-09-22 00:59:38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,95.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e44610c28-8936-0ab8-e62b-0d27b5af60a7?&start=2025-09-20&end=2025-09-24"")"
NA,"412331033","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-24 00:04:10,"4",2025-09-24 13:23:17,"4","0.5","DAKAR",2025-09-24 00:04:10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e44610c28-8936-0ab8-e62b-0d27b5af60a7?&start=2025-09-22&end=2025-09-26"")"
NA,"412331033","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-26 12:02:31,"4",2025-09-26 23:59:12,"4","0.5","DAKAR",2025-09-26 12:02:31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e44610c28-8936-0ab8-e62b-0d27b5af60a7?&start=2025-09-24&end=2025-09-28"")"
NA,"412331033","CHN","CHN",NA,"fishing","high","fishing","unknown","SEN","DAKAR",2025-09-27 02:18:47,"4",2025-09-27 08:12:48,"3","0.2","DAKAR",2025-09-27 02:18:47,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,85.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e44610c28-8936-0ab8-e62b-0d27b5af60a7?&start=2025-09-25&end=2025-09-29"")"
"DAK1373@ANYU050","412331128","RUS","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-09-18 21:26:29,"4",2025-09-28 12:13:03,"3","9.6","DAKAR",2025-09-18 21:26:29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,1.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/18bf0e0a4-42da-9c8b-f2c7-2966d9a15856?&start=2025-09-16&end=2025-09-30"")"
"LUQINGYUANYU055","412331133","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-16 22:30:32,"4",2025-07-10 13:17:13,"4","23.6","DAKAR",2025-06-16 22:30:32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,2.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebe6d1808-8339-d75f-ae95-9151fd941d16?&start=2025-06-14&end=2025-07-12"")"
"LUQINGYUANYU055","412331133","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-14 01:42:09,"4",2025-09-24 17:08:40,"4","72.6","DAKAR",2025-09-24 16:16:09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebe6d1808-8339-d75f-ae95-9151fd941d16?&start=2025-07-12&end=2025-09-26"")"
"ZHOUYULENG7","412400790","CHN","CHN",NA,"carrier","high","carrier","carrier","GNB","BISSAU",2025-07-30 15:53:27,"4",2025-08-02 07:20:27,"3","2.6","DAKAR",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0690b0b21-1f2c-a636-f0c7-cb20f79a6f59?&start=2025-07-28&end=2025-08-04"")"
"ZHEN YUAN YU 828","412420878","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-17 10:40:30,"4",2025-07-19 09:09:40,"4","1.9","DAKAR",2025-01-24 09:34:27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,91.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2ff276b1f-f519-6c09-f409-e4c7634f0e3a?&start=2025-07-15&end=2025-07-21"")"
"ZHEN YUAN YU 820","412420887","CHN","CHN",NA,"fishing","high","fishing","drifting_longline","GIN","CONAKRY",2025-07-17 10:37:45,"4",2025-07-19 09:07:56,"4","1.9","DAKAR",2025-01-24 21:22:46,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,91.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ad8a95025-5f3e-81f4-dc75-4f22153a1e34?&start=2025-07-15&end=2025-07-21"")"
"FUYUANYU368","412440263","","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-08-16 17:57:17,"4",2025-08-19 02:14:57,"4","2.3","DAKAR",NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,15.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3e712c29a-a0b7-85b7-0b3d-d867884384c2?&start=2025-08-14&end=2025-08-21"")"
"FUYUANYU9811","412440615","CHN","CHN",NA,"fishing","low","fishing","trawlers","SEN","DAKAR",2025-06-12 23:25:28,"4",2025-07-19 06:03:28,"4","36.3","DAKAR",2025-06-12 23:25:28,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,0.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e8317382c-cc5b-2120-a8ec-3fa0902ea6a6?&start=2025-06-10&end=2025-07-21"")"
"FUYUANYU9811","412440615","CHN","CHN",NA,"fishing","low","fishing","trawlers","SEN","DAKAR",2025-07-22 07:02:50,"4",2025-08-18 08:21:49,"4","27","DAKAR",2025-07-22 07:02:50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,0.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e8317382c-cc5b-2120-a8ec-3fa0902ea6a6?&start=2025-07-20&end=2025-08-20"")"
"FUYUANYU9811","412440615","CHN","CHN",NA,"fishing","low","fishing","trawlers","SEN","DAKAR",2025-08-21 01:14:31,"4",2025-09-19 08:23:55,"4","29.3","DAKAR",2025-08-21 01:14:31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,0.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e8317382c-cc5b-2120-a8ec-3fa0902ea6a6?&start=2025-08-19&end=2025-09-21"")"
"FU YUAN YU 9813","412440617","CHN","CHN",NA,"fishing","low","fishing","trawlers","SEN","DAKAR",2025-07-21 11:20:09,"4",2025-08-07 22:28:15,"4","17.5","DAKAR",2025-07-21 11:20:09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,0.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c9027de61-12dd-124e-b90a-7ff3932ddfa2?&start=2025-07-19&end=2025-08-09"")"
"FU YUAN YU 9813","412440617","CHN","CHN",NA,"fishing","low","fishing","trawlers","SEN","DAKAR",2025-08-09 00:45:50,"4",2025-08-11 00:47:36,"4","2","DAKAR",2025-08-09 00:45:50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,4.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c9027de61-12dd-124e-b90a-7ff3932ddfa2?&start=2025-08-07&end=2025-08-13"")"
"FU YUAN YU 9813","412440617","CHN","CHN",NA,"fishing","low","fishing","trawlers","MRT","NOUADHIBOU",2023-01-25 01:35:42,"4",2025-08-23 21:10:58,"4","941.8","DAKAR",2025-08-13 16:41:27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,2,FALSE,0,0.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d6f5080be-e982-50da-4d84-7f78d163be29?&start=2023-01-23&end=2025-08-25"")"
"MIN LONG YU61146","412444322","CHN","CHN",NA,"fishing","low","fishing","trawlers","GNB","BISSAU",2025-07-01 23:43:52,"3",2025-07-03 10:18:46,"4","1.4","DAKAR",2025-06-14 16:13:50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,TRUE,1,FALSE,0,FALSE,0,30.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-06-29&end=2025-07-05"")"
"MIN LONG YU61146","412444322","CHN","CHN",NA,"fishing","low","fishing","trawlers","SEN","DAKAR",2025-07-08 12:13:19,"4",2025-07-23 06:33:09,"4","14.8","DAKAR",2025-07-08 12:13:19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,6.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-07-06&end=2025-07-25"")"
"MIN LONG YU61146","412444322","CHN","CHN",NA,"fishing","low","fishing","trawlers","CHN","ZHANGZHOU",2025-08-12 21:01:26,"4",2025-08-13 06:39:52,"4","0.4","DAKAR",2025-07-30 00:59:31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,TRUE,1,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-08-10&end=2025-08-15"")"
"MIN LONG YU61146","412444322","CHN","CHN",NA,"fishing","low","fishing","trawlers","GNB","BISSAU",2025-09-21 23:55:25,"4",2025-09-23 06:40:28,"4","1.3","DAKAR",2025-09-13 15:29:32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,75,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-09-19&end=2025-09-25"")"
"BO YUAN 17","412549093","CHN","CHN",NA,"fishing","low","fishing","trawlers","GIN","CONAKRY",2025-09-13 14:06:47,"4",2025-09-15 20:13:23,"4","2.3","DAKAR",2025-05-13 01:39:33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,90.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fe0ba908a-a464-f412-23e4-f0fd39fd6353?&start=2025-09-11&end=2025-09-17"")"
"SHENGHAI15","412549334","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-12 10:09:03,"4",2025-07-14 08:53:51,"4","1.9","DAKAR",2025-01-04 03:36:17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,63.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8a0f1d4df-f0cc-05da-7fe8-32262420c15e?&start=2025-07-10&end=2025-07-16"")"
"SHENGHAI16","412549335","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-07-12 10:18:59,"4",2025-07-14 14:30:55,"4","2.2","DAKAR",2025-01-13 19:56:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,58.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ba6a7a076-6b31-054d-89a1-65c6f18acd55?&start=2025-07-10&end=2025-07-16"")"
NA,"412549417","CHN","CHN",NA,"fishing","low","fishing","unknown","SEN","DAKAR",2023-03-27 06:35:08,"3",2025-07-08 10:59:41,"4","834.2","DAKAR",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,0.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dab78ae08-89a9-33ca-fa81-d40a3e6f98b3?&start=2023-03-25&end=2025-07-10"")"
"HAI FENG 823","412660240","CHN","CHN","8863496","carrier","high","carrier","carrier","GNB","BISSAU",2025-07-01 19:31:45,"4",2025-07-03 10:19:01,"4","1.6","DAKAR",2025-06-14 16:12:46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,NA,FALSE,NA,TRUE,1,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d9b062f9d-de93-3a60-dd7c-87572c21a53b?&start=2025-06-29&end=2025-07-05"")"
