"vessel_name","MMSI","Flag2","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_end","trip_duration_days","end_port","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","at_dock","percent_ais_voyage","vessel.ID","trip.ID","Start.confidence","End.confidence"
"FU YUAN YU 372","412440267","CHN","fishing","trawlers","GIN","CONAKRY","05/12/2024 00:00","14/05/2024 03:20","2.1","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","5.8","11e2f9c75-583c-3436-271c-275c273c32a8","412440267-11e2f9c75-583c-3436-271c-275c273c32a8-018f6a19b9f0","2","3"
"FU YUAN YU 373","412440268","CHN","fishing","trawlers","GIN","CONAKRY","05/03/2024 11:32","05/05/2024 01:48","1.6","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","51.3","3e24cdb87-795c-1b60-72d5-0b1288f94e55","412440268-3e24cdb87-795c-1b60-72d5-0b1288f94e55-018f3e39bf38","4","4"
"FU YUAN YU 373","412440268","CHN","fishing","trawlers","GIN","CONAKRY","05/11/2024 20:59","14/05/2024 01:11","2.2","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","79.6","3e24cdb87-795c-1b60-72d5-0b1288f94e55","412440268-3e24cdb87-795c-1b60-72d5-0b1288f94e55-018f69742b20","4","4"
"FU YUAN YU 373","412440268","CHN","fishing","trawlers","GIN","CONAKRY","06/08/2024 13:54","06/10/2024 17:15","2.1","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","35.8","3e24cdb87-795c-1b60-72d5-0b1288f94e55","412440268-3e24cdb87-795c-1b60-72d5-0b1288f94e55-018ff820df58","3","4"
"FU YUAN YU 7852","412440814","CHN","fishing","drifting_longlines","SEN","DAKAR","06/03/2023 18:25","17/05/2024 08:00","348.5","DAKAR","TRUE","17722.91361","SEN, MRT","TRUE","NAMMCO, ACAP, IWC, SRFC, ICCAT","FALSE",NA,"TRUE","30","TRUE","89.5","a813b29d4-4f66-a145-ab5e-84e72e8dade4","412440814-a813b29d4-4f66-a145-ab5e-84e72e8dade4-0188828183d0","4","4"
"FU YUAN YU 7853","412440815","CHN","fishing","drifting_longlines","SEN","DAKAR","16/09/2023 10:11","29/05/2024 06:59","255.8","DAKAR","TRUE","12312.80194","SEN, GMB","TRUE","NAMMCO, ICCAT, IWC, SRFC, ACAP","FALSE",NA,"TRUE","22","TRUE","90.4","60cdb0f2c-c4eb-0bb6-687f-54caeeb6bd3a","412440815-60cdb0f2c-c4eb-0bb6-687f-54caeeb6bd3a-018a9d78e708","4","4"
"FU YUAN YU 7855","412440839","CHN","fishing","drifting_longlines","SEN","DAKAR","23/12/2023 16:00","24/05/2024 13:10","152.9","DAKAR","TRUE","9087.75",NA,"TRUE","IWC, ICCAT, NAMMCO, ACAP","TRUE","2","TRUE","9","TRUE","98.8","de1f0afa2-25e2-4c62-f533-e69236076a26","412440839-de1f0afa2-25e2-4c62-f533-e69236076a26-018c97680978","4","4"
"FU YUAN YU 7856","412440841","CHN","fishing","drifting_longlines","SEN","DAKAR","22/12/2023 13:45","23/05/2024 08:01","152.8","DAKAR","TRUE","7663.9625","SEN","TRUE","IWC, ICCAT, ACAP, NAMMCO, SRFC","TRUE","4","TRUE","13","TRUE","100","cb0516612-2ad9-bf4f-1a2b-f0aec3d58bbb","412440841-cb0516612-2ad9-bf4f-1a2b-f0aec3d58bbb-018c91c5da40","4","4"
"FU YUAN YU 7857","412440842","CHN","fishing","drifting_longlines","SEN","DAKAR","22/12/2023 13:41","15/06/2024 08:00","175.8","DAKAR","TRUE","8389.112222",NA,"TRUE","IWC, ICCAT, NAMMCO, ACAP","TRUE","1","TRUE","20","TRUE","94.9","37d18a147-79f8-1fdc-3e0d-2baa5b6f4631","412440842-37d18a147-79f8-1fdc-3e0d-2baa5b6f4631-018c91c2c148","4","4"
"FU YUAN YU NO.7858","412440796","CHN","fishing","drifting_longlines","SEN","DAKAR","16/12/2023 10:04","14/06/2024 12:26","181.1","DAKAR","TRUE","7863.6125","CPV","TRUE","NAMMCO, SRFC, IWC, ACAP, ICCAT","TRUE","3","TRUE","16","TRUE","66","2b3348d71-138e-ea60-d691-2e3e560e68d5","412440796-2b3348d71-138e-ea60-d691-2e3e560e68d5-018c72156530","4","4"
"FU YUAN YU7859","412440797","CHN","fishing","drifting_longlines","SEN","DAKAR","13/12/2023 15:36","06/08/2024 09:48","177.8","DAKAR","TRUE","486.0244444",NA,"TRUE","ICCAT, IWC, NAMMCO, ACAP","FALSE",NA,"TRUE","42","TRUE","14.1","8c2377963-35b8-2df4-48e3-5ce277f9a967","412440797-8c2377963-35b8-2df4-48e3-5ce277f9a967-018c63d2ab40","4","4"
"GARBOLA","225461000","ESP","support","purse_seine_support","CIV","ABIDJAN","30/03/2024 11:09","20/05/2024 05:22","50.8","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","1.8","cf930809d-da1e-0f57-d725-bee6826624ab","225461000-cf930809d-da1e-0f57-d725-bee6826624ab-018e8f0d43b8","3","4"
"GOBER CUARTO","224068180","ESP","fishing","trawlers","MRT","CANSADO","22/05/2024 21:42","25/05/2024 08:02","2.4","DAKAR","TRUE","81.07916667","SEN","FALSE","NAMMCO, IWC, ACAP, SRFC, ICCAT","FALSE",NA,"FALSE",NA,"TRUE","100","b529cea41-1fe1-7857-0b7d-0d0d1441b9c2","224068180-b529cea41-1fe1-7857-0b7d-0d0d1441b9c2-018fa2417958","4","4"
"GOBER TERCERO","224013270","ESP","fishing","trawlers","MRT","CANSADO","22/05/2024 21:09","25/05/2024 07:54","2.4","DAKAR","TRUE","87.74166667","SEN","FALSE","IWC, SRFC, ACAP, NAMMCO, ICCAT","FALSE",NA,"TRUE","1","TRUE","100","9a14ae05e-ea59-e046-aa06-068534b976aa","224013270-9a14ae05e-ea59-e046-aa06-068534b976aa-018fa2235680","4","4"
"GUOJIN901","412549196","CHN","fishing","trawlers","SEN","DAKAR","23/04/2024 20:01","05/09/2024 18:28","15.9","DAKAR","TRUE","2499.320833","SEN","FALSE","IWC, ACAP, ICCAT, NAMMCO, SRFC","FALSE",NA,"TRUE","7","TRUE","60.1","e1978b237-794c-1a7d-171c-6c11f629c154","412549196-e1978b237-794c-1a7d-171c-6c11f629c154-018f0c8c7e08","2","4"
"GUOJIN901","412549196","CHN","fishing","trawlers","SEN","DAKAR","05/09/2024 21:57","16/05/2024 23:48","7","DAKAR","TRUE","150.8458333","SEN","FALSE","ICCAT, NAMMCO, IWC, SRFC, ACAP","FALSE",NA,"TRUE","6","TRUE","31.6","e1978b237-794c-1a7d-171c-6c11f629c154","412549196-e1978b237-794c-1a7d-171c-6c11f629c154-018f5f5c65d0","4","4"
"GUOJIN901","412549196","CHN","fishing","trawlers","SEN","DAKAR","23/05/2024 04:51","06/03/2024 22:41","11.7","DAKAR","TRUE","3624.4125","SEN","FALSE","ICCAT, IWC, ACAP, SRFC, NAMMCO","FALSE",NA,"TRUE","11","TRUE","99.6","e1978b237-794c-1a7d-171c-6c11f629c154","412549196-e1978b237-794c-1a7d-171c-6c11f629c154-018fa3ca0588","4","4"
"GUOJIN901","412549196","CHN","fishing","trawlers","SEN","DAKAR","06/04/2024 17:12","29/06/2024 14:54","24.9","DAKAR","TRUE","6021.729167","SEN","FALSE","ACAP, SRFC, IWC, ICCAT, NAMMCO","FALSE",NA,"TRUE","18","TRUE","94.8","e1978b237-794c-1a7d-171c-6c11f629c154","412549196-e1978b237-794c-1a7d-171c-6c11f629c154-018fe43cc920","4","4"
"GUOJIN908","412549197","CHN","fishing","trawlers","SEN","DAKAR","21/03/2024 12:33","04/02/2024 00:12","11.5","DAKAR","TRUE","3115.258333","SEN","FALSE","ICCAT, IWC, SRFC, NAMMCO, ACAP","FALSE",NA,"FALSE",NA,"TRUE","100","b1746e808-87ff-d6f5-bd85-255ca80d9d1a","412549197-b1746e808-87ff-d6f5-bd85-255ca80d9d1a-018e6100b888","4","4"
"GUOJIN908","412549197","CHN","fishing","trawlers","SEN","DAKAR","04/02/2024 01:43","04/04/2024 18:44","2.7","DAKAR","TRUE","396.5916667","SEN","FALSE","SRFC, ICCAT, NAMMCO, ACAP, IWC","FALSE",NA,"FALSE",NA,"TRUE","100","b1746e808-87ff-d6f5-bd85-255ca80d9d1a","412549197-b1746e808-87ff-d6f5-bd85-255ca80d9d1a-018e9c7977b0","4","3"
"HAI FENG 823","412660240","CHN","carrier","carrier","GNB","BISSAU","04/07/2024 11:52","04/09/2024 05:40","1.7","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"TRUE","1","TRUE","100","d9b062f9d-de93-3a60-dd7c-87572c21a53b","412660240-d9b062f9d-de93-3a60-dd7c-87572c21a53b-018eb8672030","4","4"
"HAI FENG 823","412660240","CHN","carrier","carrier","GNB","BISSAU","30/04/2024 16:57","05/02/2024 07:25","1.6","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","100","d9b062f9d-de93-3a60-dd7c-87572c21a53b","412660240-d9b062f9d-de93-3a60-dd7c-87572c21a53b-018f2ff10df0","4","4"
"HAI FENG 823","412660240","CHN","carrier","carrier","GNB","BISSAU","22/05/2024 12:43","24/05/2024 00:50","1.5","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","100","d9b062f9d-de93-3a60-dd7c-87572c21a53b","412660240-d9b062f9d-de93-3a60-dd7c-87572c21a53b-018fa053a760","4","4"
"HAI FENG 823","412660240","CHN","carrier","carrier","GNB","BISSAU","13/06/2024 17:07","15/06/2024 04:42","1.5","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","100","d9b062f9d-de93-3a60-dd7c-87572c21a53b","412660240-d9b062f9d-de93-3a60-dd7c-87572c21a53b-01901291abd8","4","4"
"HAIXIN210","412201212","CHN","fishing","trawlers","COG","POINTE NOIRE","12/11/2023 03:12","04/02/2024 02:47","113","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,NA,NA,"e77e32382-27e9-798b-0676-1f1e77da0b4f","412201212-e77e32382-27e9-798b-0676-1f1e77da0b4f-018c56dce3b0","2","2"
"HAIXIN30","412549435","CHN","fishing","inconclusive","GNB","BISSAU","06/06/2024 13:44","28/06/2024 08:50","21.8","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","0.4","1d5831c69-9b97-f930-2ce6-f17fe72d8157","412549435-1d5831c69-9b97-f930-2ce6-f17fe72d8157-018fedcaff98","3","3"
"HAIZEA BAT","306142000","CUW","support","other","CIV","ABIDJAN","05/09/2024 08:07","06/07/2024 16:34","29.3","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","94","83524b6ef-fe68-222c-e1cf-d77531c428ab","306142000-83524b6ef-fe68-222c-e1cf-d77531c428ab-018f5c64f7c0","4","4"
"HUNG CHUAN FA","416006881","TWN","fishing","drifting_longlines","MYS","TANJUNG PELEPAS","11/05/2023 05:05","20/04/2024 05:54","167","DAKAR","TRUE","2657.255278",NA,"TRUE","ICCAT, IOTC, IWC, NAMMCO, ACAP, SEAFDEC","FALSE",NA,"TRUE","39",NA,"67.7","a37f0f7e2-2140-b353-eb0a-529b57dcf864","416006881-a37f0f7e2-2140-b353-eb0a-529b57dcf864-018b9ddf25a8","4","4"
"HUNG SHENG","416867000","TWN","fishing","drifting_longlines","SEN","DAKAR","09/07/2023 12:13","06/09/2024 09:48","275.9","DAKAR","TRUE","10423.44306",NA,"TRUE","NAMMCO, IWC, ACAP, ICCAT","FALSE",NA,"TRUE","20",NA,"47.7","bc972450a-ae8d-6baf-7d90-63eb1321ef00","416867000-bc972450a-ae8d-6baf-7d90-63eb1321ef00-018a6f902fb8","4","4"
"JAIME R","224069140","ESP","fishing","trawlers","SEN","DAKAR","13/03/2024 10:22","19/04/2024 14:09","37.1","DAKAR","TRUE","6424.427778","SEN, GNB","FALSE","ICCAT, NAMMCO, SRFC, ACAP, IWC","FALSE",NA,"TRUE","45","TRUE","73.4","c55db3f88-825c-7b5e-ea2b-90578f54ef3f","224069140-c55db3f88-825c-7b5e-ea2b-90578f54ef3f-018e3755a318","4","4"
"JAIME R","224069140","ESP","fishing","trawlers","SEN","DAKAR","23/04/2024 23:54","16/05/2024 17:17","22.7","DAKAR","TRUE","3727.058333","GNB, SEN","FALSE","ICCAT, NAMMCO, ACAP, SRFC, IWC","FALSE",NA,"TRUE","35","TRUE","77","c55db3f88-825c-7b5e-ea2b-90578f54ef3f","224069140-c55db3f88-825c-7b5e-ea2b-90578f54ef3f-018f0d622170","4","4"
"JAIME R","224069140","ESP","fishing","trawlers","SEN","DAKAR","17/05/2024 07:30","15/06/2024 09:49","29.1","DAKAR","TRUE","3771.669444","GNB, SEN","FALSE","IWC, ACAP, NAMMCO, SRFC, ICCAT","FALSE",NA,"TRUE","61","TRUE","61.7","c55db3f88-825c-7b5e-ea2b-90578f54ef3f","224069140-c55db3f88-825c-7b5e-ea2b-90578f54ef3f-018f8575e840","4","4"
"JIN SHENG NO.2","413270430","CHN","fishing","drifting_longlines","SEN","DAKAR","10/03/2023 09:56","26/04/2024 08:31","205.9","DAKAR","TRUE","10109.31722",NA,"TRUE","ICCAT, IWC, NAMMCO, ACAP","TRUE","2","TRUE","20","TRUE","98.5","f6e04ce87-7891-0f6d-2760-6f9040cde342","413270430-f6e04ce87-7891-0f6d-2760-6f9040cde342-018af4f789d0","4","3"
"JINFENG2","412549565","CHN","fishing","drifting_longlines","MYS","TANJUNG PELEPAS","31/10/2023 10:04","26/04/2024 07:42","177.9","DAKAR","TRUE","6073.122222",NA,"TRUE","IWC, NAMMCO, IOTC, SIOFA, ACAP, ICCAT, CCSBT, CCSBT-Primary-Area","TRUE","2","TRUE","14","TRUE","100","a9918df53-37f5-64cf-300f-d03cab381a91","412549565-a9918df53-37f5-64cf-300f-d03cab381a91-018b85318910","4","4"
"JOMAFRAN SEGUNDO","225995265","ESP","fishing","trawlers","SEN","DAKAR","25/03/2024 17:39","24/04/2024 16:05","29.9","DAKAR","TRUE","5777.880556","GNB","FALSE","IWC, ICCAT, ACAP, NAMMCO, SRFC","FALSE",NA,"FALSE",NA,"TRUE","99.5","cbd74e07f-fa3d-b182-eee3-802733bc5d5e","225995265-cbd74e07f-fa3d-b182-eee3-802733bc5d5e-018e76b26aa0","4","4"
"KAO FONG NO8","416331000","TWN","fishing","drifting_longlines","SEN","DAKAR","02/09/2024 21:48","28/06/2024 05:55","139.3","DAKAR","TRUE","6505.926944","SEN","TRUE","ACAP, NAMMCO, SRFC, IWC, ICCAT","TRUE","1","TRUE","16","TRUE","91.8","016f8eeff-f841-a1c3-3504-4135810656b9","416331000-016f8eeff-f841-a1c3-3504-4135810656b9-018d8fd816c0","4","3"
"KAO FONG NO817","416146700","TWN","fishing","drifting_longlines","SEN","DAKAR","15/01/2024 10:28","27/06/2024 06:40","163.8","DAKAR","TRUE","741.42",NA,"TRUE","ICCAT, NAMMCO, ACAP, IWC","FALSE",NA,"TRUE","64","TRUE","45.6","5dd0ef1b1-15ce-86c3-e7de-d27d2f134aff","416146700-5dd0ef1b1-15ce-86c3-e7de-d27d2f134aff-018d0caa6898","4","3"
"LA PINTA R","224175000","ESP","fishing","trawlers","SEN","DAKAR","29/02/2024 21:25","04/01/2024 05:22","31.3","DAKAR","TRUE","8200.465278","GNB, SEN","FALSE","ACAP, IWC, NAMMCO, ICCAT, SRFC","FALSE",NA,"TRUE","6","TRUE","100","c17075854-49bb-6c86-ad25-6b9f2d6f6ddd","224175000-c17075854-49bb-6c86-ad25-6b9f2d6f6ddd-018df6c1e230","4","4"
"LA PINTA R","224175000","ESP","fishing","trawlers","SEN","DAKAR","04/03/2024 17:59","18/04/2024 20:42","15.1","DAKAR","TRUE","5924.513889","GNB, SEN","FALSE","SRFC, NAMMCO, IWC, ICCAT, ACAP","FALSE",NA,"TRUE","1","TRUE","97.3","c17075854-49bb-6c86-ad25-6b9f2d6f6ddd","224175000-c17075854-49bb-6c86-ad25-6b9f2d6f6ddd-018ea51e01d8","4","4"
"LA PINTA R","224175000","ESP","fishing","trawlers","SEN","DAKAR","24/04/2024 11:37","29/04/2024 21:21","5.4","DAKAR","TRUE","1729.798611","GNB, SEN","FALSE","ICCAT, NAMMCO, IWC, SRFC, ACAP","FALSE",NA,"TRUE","3","TRUE","96.9","c17075854-49bb-6c86-ad25-6b9f2d6f6ddd","224175000-c17075854-49bb-6c86-ad25-6b9f2d6f6ddd-018f0fe5bf10","4","4"
"LA PINTA R","224175000","ESP","fishing","trawlers","SEN","DAKAR","05/07/2024 18:33","05/08/2024 21:53","1.1","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","100","c17075854-49bb-6c86-ad25-6b9f2d6f6ddd","224175000-c17075854-49bb-6c86-ad25-6b9f2d6f6ddd-018f5454e568","4","4"
"LA PINTA R","224175000","ESP","fishing","trawlers","SEN","DAKAR","05/12/2024 16:38","16/05/2024 17:18","4","DAKAR","TRUE","920.5833333","SEN, GNB","FALSE","NAMMCO, SRFC, ICCAT, ACAP, IWC","FALSE",NA,"TRUE","2","TRUE","98","c17075854-49bb-6c86-ad25-6b9f2d6f6ddd","224175000-c17075854-49bb-6c86-ad25-6b9f2d6f6ddd-018f6daba6c8","4","4"
"LA PINTA R","224175000","ESP","fishing","trawlers","SEN","DAKAR","23/05/2024 12:29","15/06/2024 12:26","23","DAKAR","TRUE","11710.65","GNB, SEN","FALSE","SRFC, NAMMCO, IWC, ACAP, ICCAT","FALSE",NA,"TRUE","5","TRUE","80.5","c17075854-49bb-6c86-ad25-6b9f2d6f6ddd","224175000-c17075854-49bb-6c86-ad25-6b9f2d6f6ddd-018fa56d97b0","4","4"
"LIAO YUAN YU 99","413201110","CHN","fishing","drifting_longlines","SEN","DAKAR","13/01/2024 18:26","04/03/2024 11:59","80.7","DAKAR","TRUE","147.1988889",NA,"TRUE","ACAP, ICCAT, IWC, NAMMCO","FALSE",NA,"TRUE","46","TRUE","56.7","cb0df71f9-918a-ca7a-8d04-3221f45b4f2e","413201110-cb0df71f9-918a-ca7a-8d04-3221f45b4f2e-018d04133c50","4","4"
"LU QING YUAN YU 023","412331029","CHN","fishing","drifting_longlines","SEN","DAKAR","10/07/2023 09:53","05/02/2024 20:27","208.4","DAKAR","TRUE","9.0675",NA,"TRUE","ICCAT, ACAP, IWC","FALSE",NA,"TRUE","29","TRUE","4.2","3fd19bf6d-d53e-28d2-2650-c9b8b3f9120c","412331029-3fd19bf6d-d53e-28d2-2650-c9b8b3f9120c-018b098edad8","4","4"
"LU QING YUAN YU 057","412331135","CHN","fishing","trawlers","SEN","DAKAR","27/03/2024 01:00","16/04/2024 18:53","20.7","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","71","a3fdbd55a-a6f5-36d3-8bc4-ed7d833c3532","412331135-a3fdbd55a-a6f5-36d3-8bc4-ed7d833c3532-018e7d6ca928","4","4"
"LU QING YUAN YU 057","412331135","CHN","fishing","trawlers","SEN","DAKAR","20/04/2024 06:11","24/05/2024 10:05","34.1","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","49.9","a3fdbd55a-a6f5-36d3-8bc4-ed7d833c3532","412331135-a3fdbd55a-a6f5-36d3-8bc4-ed7d833c3532-018efa21c160","4","4"
"LUQINGYUAN021","412331027","CHN","fishing","drifting_longlines","SEN","DAKAR","16/11/2023 09:55","05/10/2024 07:27","175.9","DAKAR","TRUE","5240.545","SEN","TRUE","NAMMCO, ACAP, IWC, ICCAT, SRFC","TRUE","2","TRUE","15","TRUE","64.1","c8d692d98-8481-70ad-9b44-c51d7ae38f5f","412331027-c8d692d98-8481-70ad-9b44-c51d7ae38f5f-018bd78f0bb0","4","4"
"LUQINGYUANYU 026","412331031","CHN","fishing","drifting_longlines","SEN","DAKAR","13/11/2023 08:21","16/05/2024 14:49","185.3","DAKAR","TRUE","3199.808333",NA,"TRUE","ACAP, IWC, ICCAT","FALSE",NA,"TRUE","55","TRUE","51.1","9a9b72c4f-f07e-a0c8-9381-3bf9e2c04cdb","412331031-9a9b72c4f-f07e-a0c8-9381-3bf9e2c04cdb-018bc7c530d8","4","4"
"KIRSA 058","412331136","RUS","fishing","trawlers","GNB","BISSAU","15/04/2024 16:50","28/04/2024 02:35","12.4","DAKAR","TRUE","350.3444444","GNB","FALSE","NAMMCO, IWC, ICCAT, SRFC, ACAP","FALSE",NA,"FALSE",NA,"TRUE","31.8","8bdc35cd8-8f3e-0f61-aa7d-59737997061a","412331136-8bdc35cd8-8f3e-0f61-aa7d-59737997061a-018ee2ab4538","3","4"
"KIRSA 058","412331136","RUS","fishing","trawlers","SEN","DAKAR","05/04/2024 19:49","31/05/2024 03:14","26.3","DAKAR","TRUE","802.1472222","GNB","FALSE","SRFC, ACAP, NAMMCO, IWC, ICCAT","FALSE",NA,"FALSE",NA,"TRUE","32.1","8bdc35cd8-8f3e-0f61-aa7d-59737997061a","412331136-8bdc35cd8-8f3e-0f61-aa7d-59737997061a-018f45276200","4","4"
"LUQINGYUANYU56","412331134","CHN","fishing","trawlers","GNB","BISSAU","14/05/2024 18:25","06/10/2024 09:39","26.6","DAKAR","TRUE","3022.695833","GNB, SEN","FALSE","ACAP, IWC, ICCAT, NAMMCO, SRFC","FALSE",NA,"TRUE","21","TRUE","64.4","e39f4d444-4c14-f1eb-2aa6-38eb42180ae9","412331134-e39f4d444-4c14-f1eb-2aa6-38eb42180ae9-018f785a2608","4","4"
"MONTECELO","359102000","SLV","fishing","tuna_purse_seines","CIV","ABIDJAN","24/04/2024 08:11","21/05/2024 17:48","27.4","DAKAR","TRUE","871.8230556","GIN, GNB, LBR","TRUE","ICCAT, ACAP, FCWC, SRFC, NAMMCO, IWC","FALSE",NA,"TRUE","11","TRUE","36.3","4bb1068b0-07b4-134f-87ed-a7ea92c038e9","359102000-4bb1068b0-07b4-134f-87ed-a7ea92c038e9-018f0f289160","4","4"
"MONTECELO","359102000","SLV","fishing","tuna_purse_seines","SEN","DAKAR","28/05/2024 22:14","29/06/2024 08:57","31.4","DAKAR","TRUE","160.0875","MRT, CPV","FALSE","IWC, SRFC, ACAP, NAMMCO, ICCAT","FALSE",NA,"TRUE","3","TRUE","5.2","4bb1068b0-07b4-134f-87ed-a7ea92c038e9","359102000-4bb1068b0-07b4-134f-87ed-a7ea92c038e9-018fc144a320","4","4"
"MONTEFRISA NUEVE","359101000","SLV","fishing","tuna_purse_seines","CIV","ABIDJAN","03/09/2024 09:54","15/04/2024 13:55","37.2","DAKAR","TRUE","196.6475","GNB, CIV","TRUE","ACAP, ICCAT, IWC, SRFC, NAMMCO, FCWC","FALSE",NA,"TRUE","4","TRUE","6","a812d4320-0608-5ad0-1929-d5206eda123a","359101000-a812d4320-0608-5ad0-1929-d5206eda123a-018e22a2dad0","4","4"
"MONTERAIOLA","224742000","ESP","fishing","tuna_purse_seines","CIV","ABIDJAN","03/11/2024 19:42","04/11/2024 04:20","30.3","DAKAR","TRUE","78.49333333",NA,"TRUE","ICCAT, ACAP, NAMMCO, IWC","FALSE",NA,"TRUE","2","TRUE","12.7","c44bf0cee-e97e-f9c4-3c32-97d90554b144","224742000-c44bf0cee-e97e-f9c4-3c32-97d90554b144-018e2f096668","4","4"
"MONTERAIOLA","224742000","ESP","fishing","tuna_purse_seines","SEN","DAKAR","15/04/2024 09:21","25/05/2024 14:23","40.2","DAKAR","TRUE","1336.388889","GNB, SLE, SEN, GIN","FALSE","ICCAT, ACAP, NAMMCO, SRFC, IWC","FALSE",NA,"TRUE","17","TRUE","30.2","c44bf0cee-e97e-f9c4-3c32-97d90554b144","224742000-c44bf0cee-e97e-f9c4-3c32-97d90554b144-018ee10f8310","4","4"
"LU QING YUAN YU 027","412331032","CHN","fishing","drifting_longlines","GHA","TEMA","17/04/2024 16:27","05/06/2024 06:28","18.6","DAKAR","TRUE","18.75666667",NA,"TRUE","ACAP, IWC, ICCAT, NAMMCO","FALSE",NA,"TRUE","1","TRUE","25.1","f37ebdc1b-be44-0740-7904-49397360e29d","412331032-f37ebdc1b-be44-0740-7904-49397360e29d-018eece2c788","4","4"
"PEIX MAR VEINTINUEVE","224372000","ESP","fishing","trawlers","SEN","DAKAR","23/03/2024 16:13","05/05/2024 07:12","42.6","DAKAR","TRUE","7055.488889","SEN, GNB","FALSE","IWC, ICCAT, NAMMCO, ACAP, SRFC","FALSE",NA,"TRUE","3","TRUE","80.5","0e7b1acdf-f7c8-f125-35fc-f22f72aa558d","224372000-0e7b1acdf-f7c8-f125-35fc-f22f72aa558d-018e6c1661f0","4","4"
"PEIX MAR VEINTINUEVE","224372000","ESP","fishing","trawlers","SEN","DAKAR","05/07/2024 20:19","15/06/2024 05:14","38.3","DAKAR","TRUE","14385.05694","GNB, SEN","FALSE","NAMMCO, IWC, ICCAT, SRFC, ACAP","FALSE",NA,"TRUE","1","TRUE","100","0e7b1acdf-f7c8-f125-35fc-f22f72aa558d","224372000-0e7b1acdf-f7c8-f125-35fc-f22f72aa558d-018f54b5aec0","4","3"
"PEIX MAR VEINTIOCHO","224275000","ESP","fishing","trawlers","SEN","DAKAR","22/03/2024 19:12","05/05/2024 07:16","43.5","DAKAR","TRUE","6797.104167","SEN, GMB, GNB","FALSE","IWC, NAMMCO, ICCAT, SRFC, ACAP","FALSE",NA,"TRUE","4","TRUE","78.8","f838ed30c-cd84-c08a-815c-57b587afac9d","224275000-f838ed30c-cd84-c08a-815c-57b587afac9d-018e67940a38","4","4"
"PEIX MAR VEINTIOCHO","224275000","ESP","fishing","trawlers","SEN","DAKAR","05/07/2024 20:13","15/06/2024 05:11","38.3","DAKAR","TRUE","21448.4875","GNB, SEN","FALSE","ICCAT, NAMMCO, ACAP, SRFC, IWC","FALSE",NA,"TRUE","1","TRUE","99.5","f838ed30c-cd84-c08a-815c-57b587afac9d","224275000-f838ed30c-cd84-c08a-815c-57b587afac9d-018f54b0e818","4","3"
"PILAR TORRE","224896000","ESP","fishing","pole_and_line","SEN","DAKAR","05/01/2024 20:17","05/05/2024 09:02","3.5","DAKAR","TRUE","213.9083333","SEN","FALSE","IWC, ACAP, NAMMCO, SRFC, ICCAT","FALSE",NA,"FALSE",NA,"TRUE","45.3","b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b","224896000-b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b-018f35ce65b0","4","3"
"PILAR TORRE","224896000","ESP","fishing","pole_and_line","SEN","DAKAR","31/05/2024 12:47","31/05/2024 17:33","0.2","DAKAR","TRUE","58.1125","SEN","FALSE","ICCAT, SRFC, NAMMCO, IWC, ACAP","FALSE",NA,"FALSE",NA,"TRUE","100","b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b","224896000-b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b-018fceb130f0","3","4"
"PILAR TORRE","224896000","ESP","fishing","pole_and_line","SEN","DAKAR","06/04/2024 18:54","18/06/2024 15:25","13.8","DAKAR","FALSE",NA,NA,"FALSE",NA,"FALSE",NA,"FALSE",NA,"TRUE","0.3","b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b","224896000-b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b-018fe49a6dc8","3","4"
