vessel_name,MMSI,Flag,vessel_class,vessel_type,previous_port_country,previous_port,trip_start,trip_start_confidence,trip_end,trip_end_confidence,trip_duration_days,end_port,fishing,fishing_hours,fishing_eez,fishing_hs,fishing_rfmos,encounter,num_encounters,loitering,num_loitering,vessel_id,trip_id,at_dock,percent_ais_voyage
SH,412340010,CHN,fishing,drifting_longlines,ZAF,CAPE TOWN,06/11/2021 12:01,2,30/05/2024 11:22,4,936,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,50dca23a5-5964-3c90-250b-4bb4583f1432,412340010-50dca23a5-5964-3c90-250b-4bb4583f1432-017cf51fafb8,TRUE,4.1
LUQINGYUANYU058,412331136,RUS,fishing,fishing,SEN,DAKAR,04/05/2024 19:49,4,31/05/2024 03:14,4,26.3,DAKAR,TRUE,802.1472222,GNB,FALSE,"SRFC, ACAP, NAMMCO, IWC, ICCAT",FALSE,NA,FALSE,NA,8bdc35cd8-8f3e-0f61-aa7d-59737997061a,412331136-8bdc35cd8-8f3e-0f61-aa7d-59737997061a-018f45276200,TRUE,32.1
DUX,630123009,GNB,fishing,trawlers,SEN,DAKAR,03/05/2024 20:20,4,31/05/2024 12:27,4,27.7,DAKAR,TRUE,6539.395833,"SEN, GNB",FALSE,"ACAP, NAMMCO, IWC, ICCAT, SRFC",FALSE,NA,TRUE,5,ddede9953-3f41-0464-60f7-dd305ee6621a,630123009-ddede9953-3f41-0464-60f7-dd305ee6621a-018f401d7740,TRUE,92.9
YIFENG7,412200996,CHN,fishing,trawlers,SEN,DAKAR,16/05/2024 12:57,4,31/05/2024 17:31,4,15.2,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,11,e0d511224-49a9-8047-a2ed-4fc1d0aaf626,412200996-e0d511224-49a9-8047-a2ed-4fc1d0aaf626-018f817a4cb8,TRUE,45.6
PILAR TORRE,224896000,ESP,fishing,pole_and_line,SEN,DAKAR,31/05/2024 12:47,3,31/05/2024 17:33,4,0.2,DAKAR,TRUE,58.1125,SEN,FALSE,"ICCAT, SRFC, NAMMCO, IWC, ACAP",FALSE,NA,FALSE,NA,b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b,224896000-b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b-018fceb130f0,TRUE,100
YI FENG 30,412209128,CHN,seismic_vessel,trawlers,SEN,DAKAR,12/05/2024 13:54,4,01/06/2024 11:57,4,19.9,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,8,950337f10-0b9d-d461-c26c-1f50ba61d104,412209128-950337f10-0b9d-d461-c26c-1f50ba61d104-018f6d1546b0,TRUE,82.5
YIFENG28,412209126,CHN,fishing,trawlers,SEN,DAKAR,17/05/2024 13:40,4,01/06/2024 11:58,4,14.9,DAKAR,TRUE,916.3777778,GNB,FALSE,"NAMMCO, ICCAT, SRFC, ACAP, IWC",FALSE,NA,TRUE,6,e37cb040b-bbe1-3f3c-c4fc-69d978402d3f,412209126-e37cb040b-bbe1-3f3c-c4fc-69d978402d3f-018f86c839a0,TRUE,61.8
YI FENG 26,412209123,CHN,seismic_vessel,trawlers,SEN,DAKAR,10/05/2024 20:38,4,02/06/2024 20:20,4,23,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,12,a41428649-904a-9c5a-8352-36c736c97746,412209123-a41428649-904a-9c5a-8352-36c736c97746-018f643ae748,TRUE,74.9
GUOJIN901,412549196,CHN,fishing,trawlers,SEN,DAKAR,23/05/2024 04:51,4,03/06/2024 22:41,4,11.7,DAKAR,TRUE,3624.4125,SEN,FALSE,"ICCAT, IWC, ACAP, SRFC, NAMMCO",FALSE,NA,TRUE,11,e1978b237-794c-1a7d-171c-6c11f629c154,412549196-e1978b237-794c-1a7d-171c-6c11f629c154-018fa3ca0588,TRUE,99.6
YINGMING8031,412209008,CHN,fishing,fishing,SEN,DAKAR,15/05/2024 15:45,4,05/06/2024 05:49,3,20.6,DAKAR,TRUE,4318.375,"GNB, SEN",FALSE,"SRFC, ACAP, IWC, NAMMCO, ICCAT",FALSE,NA,TRUE,5,c5824d985-509c-6d36-cfd9-d45e58e5515b,412209008-c5824d985-509c-6d36-cfd9-d45e58e5515b-018f7cedf668,TRUE,86.7
YANGMING8001,412209195,CHN,fishing,trawlers,SEN,DAKAR,30/04/2024 12:13,4,05/06/2024 16:20,3,36.2,DAKAR,TRUE,18.34722222,GNB,FALSE,"IWC, ACAP, SRFC, NAMMCO, ICCAT",FALSE,NA,TRUE,1,a8625c39a-a471-45c0-218d-12f3cb9b5706,412209195-a8625c39a-a471-45c0-218d-12f3cb9b5706-018f2eeca5e0,TRUE,4.8
TIANG EI HU,412209083,CHN,fishing,fishing,SEN,DAKAR,25/05/2024 17:31,4,06/06/2024 12:58,4,11.8,DAKAR,TRUE,125.9583333,"SEN, GNB",FALSE,"IWC, ICCAT, ACAP, SRFC, NAMMCO",FALSE,NA,TRUE,4,364511e7e-ec82-68e9-2702-2ec05725207d,412209083-364511e7e-ec82-68e9-2702-2ec05725207d-018fb0ce7318,TRUE,14.4
RUITAIFENG88,412217977,CHN,carrier,carrier,GIN,CONAKRY,04/06/2024 09:56,4,06/06/2024 13:23,4,2.1,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,1ad0c9598-8f03-b516-5ded-51f5a32ad0e9,412217977-1ad0c9598-8f03-b516-5ded-51f5a32ad0e9-018fe2ad6ad8,TRUE,100
YANGMING8005,412209197,CHN,fishing,trawlers,SEN,DAKAR,09/05/2024 14:55,3,06/06/2024 16:30,3,28,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,0069639f1-1b76-f441-db80-7bd4d6f7f9e2,412209197-0069639f1-1b76-f441-db80-7bd4d6f7f9e2-018f5dda3e58,TRUE,0.3
CYYU2,412200985,CHN,fishing,trawlers,SEN,DAKAR,12/05/2024 11:16,4,06/06/2024 19:48,3,25.3,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,9b0efc5e2-272a-58be-3126-959515ea3a09,412200985-9b0efc5e2-272a-58be-3126-959515ea3a09-018f6c84f560,TRUE,0.3
RELEIXO,224706000,ESP,fishing,trawlers,SEN,DAKAR,11/05/2024 14:09,4,07/06/2024 05:45,3,26.6,DAKAR,TRUE,381.8347222,"GNB, SEN",FALSE,"SRFC, ICCAT, NAMMCO, IWC, ACAP",FALSE,NA,TRUE,2,558a18907-7f2e-104c-9b70-4dedcc92675b,224706000-558a18907-7f2e-104c-9b70-4dedcc92675b-018f67fd07f8,TRUE,12.2
ATOUMAY,654007400,MRT,fishing,trawlers,SEN,DAKAR,06/06/2024 16:27,4,07/06/2024 09:00,4,0.7,DAKAR,TRUE,14.35833333,SEN,FALSE,"NAMMCO, ICCAT, ACAP, IWC, SRFC",FALSE,NA,FALSE,NA,7ee65946a-a57f-6f16-e049-e3fe16f66782,654007400-7ee65946a-a57f-6f16-e049-e3fe16f66782-018fee60e2b0,TRUE,100
F/V MONTELAPE,359003000,SLV,fishing,inconclusive,ESP,VIGO,25/05/2024 06:44,4,07/06/2024 15:09,4,13.3,DAKAR,TRUE,167.225,"MRT, CPV",FALSE,"NAMMCO, ICCAT, ACAP, IWC, SRFC",FALSE,NA,TRUE,4,ebf43c4d8-8e6a-bddd-493a-eafa2e1b4049,359003000-ebf43c4d8-8e6a-bddd-493a-eafa2e1b4049-018fae7e8fa8,TRUE,49.4
HAIZEA BAT,306142000,CUW,other,other,CIV,ABIDJAN,09/05/2024 08:07,4,07/06/2024 16:34,4,29.3,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,83524b6ef-fe68-222c-e1cf-d77531c428ab,306142000-83524b6ef-fe68-222c-e1cf-d77531c428ab-018f5c64f7c0,TRUE,94
FU YUAN YU7859,412440797,CHN,fishing,drifting_longlines,SEN,DAKAR,13/12/2023 15:36,4,08/06/2024 09:48,4,177.8,DAKAR,TRUE,486.0244444,NA,TRUE,"ICCAT, IWC, NAMMCO, ACAP",FALSE,NA,TRUE,42,8c2377963-35b8-2df4-48e3-5ce277f9a967,412440797-8c2377963-35b8-2df4-48e3-5ce277f9a967-018c63d2ab40,TRUE,14.1
YIFENG21,412209011,CHN,fishing,trawlers,SEN,DAKAR,16/05/2024 18:21,4,08/06/2024 10:47,4,22.7,DAKAR,TRUE,1080.738889,GNB,FALSE,"SRFC, ICCAT, NAMMCO, IWC, ACAP",FALSE,NA,TRUE,13,c168bbf49-9c02-8ea2-724f-1f17ea5b988d,412209011-c168bbf49-9c02-8ea2-724f-1f17ea5b988d-018f82a37ad8,TRUE,48.3
YANGMIN8002,412209196,CHN,fishing,trawlers,SEN,DAKAR,18/05/2024 20:47,4,08/06/2024 18:04,4,20.9,DAKAR,TRUE,1985.358333,"GNB, SEN",FALSE,"ACAP, SRFC, NAMMCO, ICCAT, IWC",FALSE,NA,TRUE,14,f23a6145b-bb7f-8e7e-5c7e-61a9e335f577,412209196-f23a6145b-bb7f-8e7e-5c7e-61a9e335f577-018f8d754d10,TRUE,52.3
HUNG SHENG,416867000,TWN,fishing,drifting_longlines,SEN,DAKAR,07/09/2023 12:13,4,09/06/2024 09:48,4,275.9,DAKAR,TRUE,10423.44306,NA,TRUE,"NAMMCO, IWC, ACAP, ICCAT",FALSE,NA,TRUE,20,bc972450a-ae8d-6baf-7d90-63eb1321ef00,416867000-bc972450a-ae8d-6baf-7d90-63eb1321ef00-018a6f902fb8,NA,47.7
YI FENG 8,412200997,CHN,fishing,trawlers,GNB,BISSAU,19/05/2024 20:55,4,09/06/2024 13:04,4,20.7,DAKAR,TRUE,3870.177778,"GNB, SEN",FALSE,"IWC, SRFC, NAMMCO, ICCAT, ACAP",FALSE,NA,FALSE,NA,f5bd98f66-6d86-ae44-98a1-a86dbba4f507,412200997-f5bd98f66-6d86-ae44-98a1-a86dbba4f507-018f92a3a408,TRUE,86.3
ALBONIGA,224745000,ESP,fishing,tuna_purse_seines,SEN,DAKAR,19/05/2024 07:25,4,10/06/2024 05:39,4,21.9,DAKAR,TRUE,1098.486667,"SEN, GNB, GIN",TRUE,"NAMMCO, ACAP, IWC, SRFC, ICCAT",FALSE,NA,TRUE,14,818356b57-7844-a4ae-919e-36a06ae5a84a,224745000-818356b57-7844-a4ae-919e-36a06ae5a84a-018f8fbe1fe8,TRUE,46.5
WESTERO,266011000,SWE,fishing,trawlers,SEN,DAKAR,02/06/2024 01:34,4,10/06/2024 05:48,4,8.2,DAKAR,TRUE,1696.380556,GMB,FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,NA,FALSE,NA,c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2,266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-018fd6956ca0,TRUE,97.5
EGALUZE,224580000,ESP,fishing,tuna_purse_seines,SEN,DAKAR,19/05/2024 07:29,4,10/06/2024 09:39,4,22.1,DAKAR,TRUE,1117.629167,"SEN, GNB",FALSE,"ICCAT, NAMMCO, SRFC, ACAP, IWC",FALSE,NA,TRUE,8,a0aa90604-4562-1097-2a1e-56ca4a57e84f,224580000-a0aa90604-4562-1097-2a1e-56ca4a57e84f-018f8fc18318,TRUE,30.1
LUQINGYUANYU56,412331134,CHN,fishing,fishing,GNB,BISSAU,14/05/2024 18:25,4,10/06/2024 09:39,4,26.6,DAKAR,TRUE,3022.695833,"GNB, SEN",FALSE,"ACAP, IWC, ICCAT, NAMMCO, SRFC",FALSE,NA,TRUE,21,e39f4d444-4c14-f1eb-2aa6-38eb42180ae9,412331134-e39f4d444-4c14-f1eb-2aa6-38eb42180ae9-018f785a2608,TRUE,64.4
FU YUAN YU 373,412440268,CHN,fishing,inconclusive,GIN,CONAKRY,08/06/2024 13:54,3,10/06/2024 17:15,4,2.1,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,3e24cdb87-795c-1b60-72d5-0b1288f94e55,412440268-3e24cdb87-795c-1b60-72d5-0b1288f94e55-018ff820df58,TRUE,35.8
TBC PRIME,354747000,PAN,fishing,inconclusive,MAR,CASABLANCA,06/06/2024 14:58,4,12/06/2024 08:54,4,5.7,DAKAR,TRUE,215.4266667,MAR,FALSE,"IWC, NAMMCO, ICCAT, ACAP",FALSE,NA,TRUE,1,5ca19a9dd-dd42-f692-c043-dd13e569eca5,354747000-5ca19a9dd-dd42-f692-c043-dd13e569eca5-018fee0ed2e0,TRUE,100
ALFONSO RIERA CUARTO,224026860,ESP,fishing,trawlers,SEN,DAKAR,19/05/2024 12:20,4,12/06/2024 23:30,4,24.5,DAKAR,TRUE,2849.620833,"GIN, GNB",FALSE,"ACAP, ICCAT, IWC, NAMMCO, SRFC",TRUE,1,TRUE,1,a054330ca-a2bd-7d39-14d8-3f381abda295,224026860-a054330ca-a2bd-7d39-14d8-3f381abda295-018f90cbe280,TRUE,100
CURBEIRO,224106000,ESP,fishing,trawlers,SEN,DAKAR,18/05/2024 09:14,4,13/06/2024 14:39,4,26.2,DAKAR,TRUE,4781.726389,"SEN, GNB",FALSE,"NAMMCO, ACAP, SRFC, ICCAT, IWC",FALSE,NA,TRUE,3,abfdf22f1-145b-2a91-3e6b-7acb899cd1d7,224106000-abfdf22f1-145b-2a91-3e6b-7acb899cd1d7-018f8afb0de0,TRUE,85.6
FU YUAN YU NO.7858,412440796,CHN,fishing,drifting_longlines,SEN,DAKAR,16/12/2023 10:04,4,14/06/2024 12:26,4,181.1,DAKAR,TRUE,7863.6125,CPV,TRUE,"NAMMCO, SRFC, IWC, ACAP, ICCAT",TRUE,3,TRUE,16,2b3348d71-138e-ea60-d691-2e3e560e68d5,412440796-2b3348d71-138e-ea60-d691-2e3e560e68d5-018c72156530,TRUE,66
YIFENG7,412200996,CHN,fishing,trawlers,SEN,DAKAR,03/06/2024 12:24,4,15/06/2024 00:02,4,11.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,9,e0d511224-49a9-8047-a2ed-4fc1d0aaf626,412200996-e0d511224-49a9-8047-a2ed-4fc1d0aaf626-018fde0e7ad0,TRUE,35.4
CIUDAD DE HUELVA,225987981,ESP,fishing,trawlers,SEN,DAKAR,25/04/2024 19:36,4,15/06/2024 02:08,4,50.3,DAKAR,TRUE,15658.85972,"SEN, GNB",FALSE,"NAMMCO, ICCAT, ACAP, IWC, SRFC",FALSE,NA,TRUE,3,45fc67c5f-ffbb-8088-09a3-4baf211463bb,225987981-45fc67c5f-ffbb-8088-09a3-4baf211463bb-018f16c2a4b0,TRUE,98.8
HAI FENG 823,412660240,CHN,carrier,carrier,GNB,BISSAU,13/06/2024 17:07,4,15/06/2024 04:42,4,1.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,d9b062f9d-de93-3a60-dd7c-87572c21a53b,412660240-d9b062f9d-de93-3a60-dd7c-87572c21a53b-01901291abd8,TRUE,100
PEIX MAR VEINTIOCHO,224275000,ESP,fishing,trawlers,SEN,DAKAR,07/05/2024 20:13,4,15/06/2024 05:11,3,38.3,DAKAR,TRUE,21448.4875,"GNB, SEN",FALSE,"ICCAT, NAMMCO, ACAP, SRFC, IWC",FALSE,NA,TRUE,1,f838ed30c-cd84-c08a-815c-57b587afac9d,224275000-f838ed30c-cd84-c08a-815c-57b587afac9d-018f54b0e818,TRUE,99.5
PEIX MAR VEINTINUEVE,224372000,ESP,fishing,trawlers,SEN,DAKAR,07/05/2024 20:19,4,15/06/2024 05:14,3,38.3,DAKAR,TRUE,14385.05694,"GNB, SEN",FALSE,"NAMMCO, IWC, ICCAT, SRFC, ACAP",FALSE,NA,TRUE,1,0e7b1acdf-f7c8-f125-35fc-f22f72aa558d,224372000-0e7b1acdf-f7c8-f125-35fc-f22f72aa558d-018f54b5aec0,TRUE,100
COSTA DE  HUELVA,224854000,ESP,fishing,trawlers,SEN,DAKAR,10/05/2024 09:50,4,15/06/2024 06:24,4,35.8,DAKAR,TRUE,12335.52778,"SEN, GNB",FALSE,"IWC, SRFC, ICCAT, NAMMCO, ACAP",FALSE,NA,TRUE,2,1e31d7cd6-6c64-7b64-d9fd-71ea2e122789,224854000-1e31d7cd6-6c64-7b64-d9fd-71ea2e122789-018f61e961e0,TRUE,99.7
FU YUAN YU 7857,412440842,CHN,fishing,drifting_longlines,SEN,DAKAR,22/12/2023 13:41,4,15/06/2024 08:00,4,175.8,DAKAR,TRUE,8389.112222,NA,TRUE,"IWC, ICCAT, NAMMCO, ACAP",TRUE,1,TRUE,20,37d18a147-79f8-1fdc-3e0d-2baa5b6f4631,412440842-37d18a147-79f8-1fdc-3e0d-2baa5b6f4631-018c91c2c148,TRUE,94.9
JAIME R,224069140,ESP,fishing,trawlers,SEN,DAKAR,17/05/2024 07:30,4,15/06/2024 09:49,4,29.1,DAKAR,TRUE,3771.669444,"GNB, SEN",FALSE,"IWC, ACAP, NAMMCO, SRFC, ICCAT",FALSE,NA,TRUE,61,c55db3f88-825c-7b5e-ea2b-90578f54ef3f,224069140-c55db3f88-825c-7b5e-ea2b-90578f54ef3f-018f8575e840,TRUE,61.7
LA PINTA R,224175000,ESP,fishing,trawlers,SEN,DAKAR,23/05/2024 12:29,4,15/06/2024 12:26,4,23,DAKAR,TRUE,11710.65,"GNB, SEN",FALSE,"SRFC, NAMMCO, IWC, ACAP, ICCAT",FALSE,NA,TRUE,5,c17075854-49bb-6c86-ad25-6b9f2d6f6ddd,224175000-c17075854-49bb-6c86-ad25-6b9f2d6f6ddd-018fa56d97b0,TRUE,80.5
SP WARSHIP P46,224067000,ESP,fishing,fishing,CIV,ABIDJAN,08/06/2024 09:15,4,16/06/2024 08:15,4,8,DAKAR,TRUE,708.5041667,"SEN, GNB, GMB, GIN",FALSE,"ACAP, IWC, NAMMCO, SRFC, ICCAT",FALSE,NA,FALSE,NA,e9ad53e77-7305-9413-003a-f43d04f23d7f,224067000-e9ad53e77-7305-9413-003a-f43d04f23d7f-018ff7218c10,TRUE,99
SANTO DO MAR,224387000,ESP,fishing,trawlers,SEN,DAKAR,27/05/2024 20:27,4,16/06/2024 12:25,4,19.6,DAKAR,TRUE,3929.516667,"GNB, SEN",FALSE,"ICCAT, ACAP, NAMMCO, IWC, SRFC",FALSE,NA,FALSE,NA,256e38fc3-3be3-b3ab-3774-d471c95c930a,224387000-256e38fc3-3be3-b3ab-3774-d471c95c930a-018fbbbcd1e8,TRUE,100
PILAR TORRE,224896000,ESP,fishing,pole_and_line,SEN,DAKAR,04/06/2024 18:54,3,18/06/2024 15:25,4,13.8,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b,224896000-b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b-018fe49a6dc8,TRUE,0.3
DIMITRIOS I,629009092,GMB,fishing,trawlers,SEN,DAKAR,16/05/2024 22:33,4,19/06/2024 05:55,4,33.3,DAKAR,TRUE,7674.013889,GMB,FALSE,"SRFC, NAMMCO, ICCAT, ACAP, IWC",FALSE,NA,TRUE,4,f581b4c7a-a4e9-81b0-dd1f-add5a6830a79,629009092-f581b4c7a-a4e9-81b0-dd1f-add5a6830a79-018f838a5c50,TRUE,100
WESTERO,266011000,SWE,fishing,trawlers,SEN,DAKAR,12/06/2024 20:20,4,19/06/2024 06:15,3,6.4,DAKAR,TRUE,2773.784722,"SEN, GMB",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,NA,FALSE,NA,c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2,266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-01900e1bd740,TRUE,100
ALBACORA CARIBE,353171000,PAN,fishing,tuna_purse_seines,CIV,ABIDJAN,11/05/2024 08:22,4,19/06/2024 06:55,4,38.9,DAKAR,TRUE,584.0222222,GNB,TRUE,"NAMMCO, SRFC, ICCAT, IWC, ACAP",FALSE,NA,TRUE,7,ef9f4545a-a733-e7a5-4cb3-b9cc3cbf66c0,353171000-ef9f4545a-a733-e7a5-4cb3-b9cc3cbf66c0-018f66bf3c80,TRUE,17.5
YIFENG10,412200999,CHN,fishing,trawlers,SEN,DAKAR,27/05/2024 21:55,4,20/06/2024 11:31,4,23.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,13,c5de9be58-8b54-b6da-c3b6-408c3c806ce8,412200999-c5de9be58-8b54-b6da-c3b6-408c3c806ce8-018fbc0d18b0,TRUE,18.9
EGALUZE,224580000,ESP,fishing,tuna_purse_seines,SEN,DAKAR,14/06/2024 10:29,4,22/06/2024 06:26,4,7.8,DAKAR,TRUE,402.8347222,"SEN, MRT",FALSE,"SRFC, IWC, NAMMCO, ACAP, ICCAT",FALSE,NA,TRUE,4,a0aa90604-4562-1097-2a1e-56ca4a57e84f,224580000-a0aa90604-4562-1097-2a1e-56ca4a57e84f-0190164b7ba0,TRUE,77.2
F/V CORONA DEL MAR,228967000,FRA,fishing,pole_and_line,SEN,DAKAR,01/06/2024 11:22,4,22/06/2024 20:31,4,21.4,DAKAR,TRUE,5.620833333,SEN,FALSE,"ACAP, ICCAT, SRFC, NAMMCO, IWC",FALSE,NA,FALSE,NA,225be91ff-f744-cd74-80d0-163ad2a6d887,228967000-225be91ff-f744-cd74-80d0-163ad2a6d887-018fd3899400,TRUE,0.6
YANGMING8032,412209009,CHN,fishing,trawlers,SEN,DAKAR,31/05/2024 12:35,4,24/06/2024 23:12,3,24.4,DAKAR,TRUE,1288.398611,"GNB, SEN",FALSE,"NAMMCO, SRFC, IWC, ICCAT, ACAP",FALSE,NA,TRUE,17,fff3fc565-577b-cea2-43c6-9e6c215281f7,412209009-fff3fc565-577b-cea2-43c6-9e6c215281f7-018fcea59c18,TRUE,41.7
SANTO DO MAR,224387000,ESP,fishing,trawlers,GMB,BANJUL,20/06/2024 21:07,4,25/06/2024 15:08,4,4.8,DAKAR,TRUE,952.6277778,GMB,FALSE,"ICCAT, IWC, SRFC, ACAP, NAMMCO",FALSE,NA,FALSE,NA,256e38fc3-3be3-b3ab-3774-d471c95c930a,224387000-256e38fc3-3be3-b3ab-3774-d471c95c930a-01903779c6b0,TRUE,100
YIFENG28,412209126,CHN,fishing,trawlers,SEN,DAKAR,04/06/2024 14:15,4,25/06/2024 17:09,4,21.1,DAKAR,TRUE,1345.338889,"GNB, SEN",FALSE,"ACAP, NAMMCO, ICCAT, SRFC, IWC",FALSE,NA,TRUE,20,e37cb040b-bbe1-3f3c-c4fc-69d978402d3f,412209126-e37cb040b-bbe1-3f3c-c4fc-69d978402d3f-018fe39af758,TRUE,58.7
CHAMYUAMYU11,412200988,CHN,fishing,trawlers,MEX,MEX-175,06/06/2024 12:10,2,25/06/2024 17:34,4,19.2,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,4,f5b96f9c3-3dea-a442-a8f1-d9330bb93f69,412200988-f5b96f9c3-3dea-a442-a8f1-d9330bb93f69-018fed74d8e8,TRUE,3.9
ALFONSO RIERA SEGUND,224032270,ESP,fishing,trawlers,SEN,DAKAR,25/05/2024 15:08,4,26/06/2024 04:04,4,31.5,DAKAR,TRUE,3417.083333,"GIN, GNB",FALSE,"NAMMCO, SRFC, ICCAT, ACAP, IWC",TRUE,1,TRUE,2,ebdafaa65-595c-2373-4337-eaf2cebdadae,224032270-ebdafaa65-595c-2373-4337-eaf2cebdadae-018fb04c0c48,TRUE,100
YANGMING8001,412209195,CHN,fishing,trawlers,SEN,DAKAR,05/06/2024 18:55,3,26/06/2024 04:38,3,20.4,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,a8625c39a-a471-45c0-218d-12f3cb9b5706,412209195-a8625c39a-a471-45c0-218d-12f3cb9b5706-018fe9c20248,TRUE,1
CURBEIRO,224106000,ESP,fishing,trawlers,GMB,BANJUL,19/06/2024 22:35,4,26/06/2024 07:57,4,6.4,DAKAR,TRUE,1353.319444,GMB,FALSE,"SRFC, ICCAT, NAMMCO, IWC, ACAP",FALSE,NA,FALSE,NA,abfdf22f1-145b-2a91-3e6b-7acb899cd1d7,224106000-abfdf22f1-145b-2a91-3e6b-7acb899cd1d7-019032a3d4a0,TRUE,100
YI FENG 30,412209128,CHN,seismic_vessel,trawlers,SEN,DAKAR,03/06/2024 18:11,4,26/06/2024 13:53,4,22.8,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,17,950337f10-0b9d-d461-c26c-1f50ba61d104,412209128-950337f10-0b9d-d461-c26c-1f50ba61d104-018fdf4c7910,TRUE,65
KAO FONG NO817,416146700,TWN,fishing,drifting_longlines,SEN,DAKAR,15/01/2024 10:28,4,27/06/2024 06:40,3,163.8,DAKAR,TRUE,741.42,NA,TRUE,"ICCAT, NAMMCO, ACAP, IWC",FALSE,NA,TRUE,64,5dd0ef1b1-15ce-86c3-e7de-d27d2f134aff,416146700-5dd0ef1b1-15ce-86c3-e7de-d27d2f134aff-018d0caa6898,TRUE,45.6
KAO FONG NO8,416331000,TWN,fishing,drifting_longlines,SEN,DAKAR,09/02/2024 21:48,4,28/06/2024 05:55,3,139.3,DAKAR,TRUE,6505.926944,SEN,TRUE,"ACAP, NAMMCO, SRFC, IWC, ICCAT",TRUE,1,TRUE,16,016f8eeff-f841-a1c3-3504-4135810656b9,416331000-016f8eeff-f841-a1c3-3504-4135810656b9-018d8fd816c0,TRUE,91.8
HAIXIN30,412549435,CHN,fishing,inconclusive,GNB,BISSAU,06/06/2024 13:44,3,28/06/2024 08:50,3,21.8,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,1d5831c69-9b97-f930-2ce6-f17fe72d8157,412549435-1d5831c69-9b97-f930-2ce6-f17fe72d8157-018fedcaff98,TRUE,0.4
WESTERO,266011000,SWE,fishing,trawlers,SEN,DAKAR,19/06/2024 20:21,3,29/06/2024 05:40,3,9.4,DAKAR,TRUE,1244.947222,"GMB, SEN",FALSE,"ACAP, NAMMCO, SRFC, IWC, ICCAT",FALSE,NA,TRUE,2,c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2,266011000-c65c0e5a3-38e1-fce8-013c-b5ae997aa5b2-019032293600,TRUE,61.9
MONTECELO,359102000,SLV,fishing,tuna_purse_seines,SEN,DAKAR,28/05/2024 22:14,4,29/06/2024 08:57,4,31.4,DAKAR,TRUE,160.0875,"MRT, CPV",FALSE,"IWC, SRFC, ACAP, NAMMCO, ICCAT",FALSE,NA,TRUE,3,4bb1068b0-07b4-134f-87ed-a7ea92c038e9,359102000-4bb1068b0-07b4-134f-87ed-a7ea92c038e9-018fc144a320,TRUE,5.2
CYYU2,412200985,CHN,fishing,trawlers,SEN,DAKAR,07/06/2024 00:37,3,29/06/2024 13:52,3,22.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,9b0efc5e2-272a-58be-3126-959515ea3a09,412200985-9b0efc5e2-272a-58be-3126-959515ea3a09-018ff020d678,TRUE,0.6
GUOJIN901,412549196,CHN,fishing,trawlers,SEN,DAKAR,04/06/2024 17:12,4,29/06/2024 14:54,4,24.9,DAKAR,TRUE,6021.729167,SEN,FALSE,"ACAP, SRFC, IWC, ICCAT, NAMMCO",FALSE,NA,TRUE,18,e1978b237-794c-1a7d-171c-6c11f629c154,412549196-e1978b237-794c-1a7d-171c-6c11f629c154-018fe43cc920,TRUE,94.8
