"vessel_name","MMSI","Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","abj_lagoon","abj_vridi","abj_cargo","abj_fishing","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","percent_ais_voyage","vv_url"
"PLAYA DE NOJA","224531000","ESP","8806955","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-01-30 09:14:55,4,2025-01-30 17:37:16,4,0.3,"ABIDJAN",FALSE,TRUE,FALSE,TRUE,TRUE,21.0638888888889,"CIV",FALSE,"ACAP, FCWC, NAMMCO, ICCAT, IWC",FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/472962590-0e8b-947d-3f92-4a00e908d511?&start=2025-01-28&end=2025-02-01"")"
"PANOFI MASTER","627997000","GHA","8976815","fishing","high","fishing","tuna_purse_seines","GHA","TEMA",2025-03-20 08:05:03,4,2025-03-21 07:42:54,4,1,"ABIDJAN",TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7b4c7f97f-f297-3a81-22a7-5d210ca4d71e?&start=2025-03-18&end=2025-03-23"")"
"ALBONIGA","224745000","ESP","8613267","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2024-12-13 08:14:38,4,2025-01-09 05:55:41,4,26.9,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,197.100833333333,NA,TRUE,"NAMMCO, ACAP, ICCAT, IWC",FALSE,NA,TRUE,8,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2024-12-11&end=2025-01-11"")"
"HAIZEA BAT","306142000","CUW","9717943","fishing","med","support","purse_seine_support","CIV","ABIDJAN",2024-12-21 09:05:45,4,2025-02-10 12:28:40,4,51.1,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,202.129444444444,NA,TRUE,"NAMMCO, IWC, ACAP, ICCAT",FALSE,NA,TRUE,3,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/83524b6ef-fe68-222c-e1cf-d77531c428ab?&start=2024-12-19&end=2025-02-12"")"
"PANOFI FORE RUNNER","627072000","GHA","9568859","fishing","high","fishing","tuna_purse_seines","GHA","TEMA",2025-03-26 08:25:33,4,2025-03-27 08:40:29,3,1,"ABIDJAN",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,96,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/04b95cb83-31d8-06e7-0845-8691696643f5?&start=2025-03-24&end=2025-03-29"")"
"PLAYA DE LAGA","312360000","BLZ","9719800","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-01-20 22:22:08,4,2025-02-18 06:34:26,4,28.3,"ABIDJAN",TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,2,8.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cc6b54a24-4542-6ce9-1e91-d4f17daeeda5?&start=2025-01-18&end=2025-02-20"")"
"MONTERAIOLA","224742000","ESP","9882009","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2024-11-21 16:07:13,4,2025-01-03 04:59:26,4,42.5,"ABIDJAN",TRUE,FALSE,FALSE,TRUE,TRUE,38.885,"CIV",TRUE,"ACAP, IWC, NAMMCO, ICCAT, FCWC",FALSE,NA,TRUE,3,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c44bf0cee-e97e-f9c4-3c32-97d90554b144?&start=2024-11-19&end=2025-01-05"")"
"ARTIKE","306881000","CUW","9808120","fishing","low","support","purse_seine_support","CIV","ABIDJAN",2025-02-17 07:55:20,4,2025-03-04 11:25:36,4,15.1,"ABIDJAN",TRUE,FALSE,FALSE,TRUE,TRUE,39.4652777777778,"SLE, CIV",FALSE,"SRFC, ACAP, ICCAT, IWC, FCWC, NAMMCO",FALSE,NA,TRUE,1,14.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e00d865a1-148f-fb0e-8283-dc436a245c07?&start=2025-02-15&end=2025-03-06"")"
"VOLTA GLORY","627047000","GHA","8323604","carrier","high","carrier","carrier","GHA","SEKONDI-TAKORADI",2025-02-27 23:35:53,4,2025-02-28 13:43:11,4,0.6,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/321c72ecf-fb14-deda-49a2-2451e9e35a47?&start=2025-02-25&end=2025-03-02"")"
"ZILLARRI","312507000","BLZ","9095266","fishing","low","support","purse_seine_support","CIV","ABIDJAN",2024-12-07 14:51:05,4,2025-01-06 12:45:28,4,29.9,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1eb24bd25-5b68-347b-9498-ad3df136de22?&start=2024-12-05&end=2025-01-08"")"
"HLF7","412209590","CHN",NA,"fishing","high","fishing","trawler ","CIV","ABIDJAN",2025-01-16 17:02:49,4,2025-02-26 22:23:36,4,41.2,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,0.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbed92149-9677-4209-36a6-b3850b14affc?&start=2025-01-14&end=2025-02-28"")"
"F/V MONTELAPE","359003000","SLV","8021775","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2024-11-25 20:05:51,4,2025-01-15 06:41:15,4,50.4,"ABIDJAN",TRUE,FALSE,FALSE,TRUE,TRUE,168.302777777778,"CIV",TRUE,"ICCAT, NAMMCO, IWC, FCWC, ACAP",FALSE,NA,TRUE,5,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebf43c4d8-8e6a-bddd-493a-eafa2e1b4049?&start=2024-11-23&end=2025-01-17"")"
"F/V GUERIDEN","227550000","FRA","8912998","fishing","high","fishing","tuna_purse_seines","GHA","TEMA",2024-11-24 08:15:06,4,2025-01-03 11:45:02,4,40.1,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1fe43f651-11a3-402d-dfed-efde848e7eee?&start=2024-11-22&end=2025-01-05"")"
"ALBONIGA","224745000","ESP","8613267","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-01-29 07:54:51,4,2025-02-19 08:42:48,4,21,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,332.156944444444,"CIV",TRUE,"IWC, FCWC, NAMMCO, ACAP, ICCAT",FALSE,NA,TRUE,8,36,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2025-01-27&end=2025-02-21"")"
"ATLANTIC PRINCE","312867000","BLZ","8919415","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-01-06 15:39:39,4,2025-02-01 04:36:16,4,25.5,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,137.979722222222,NA,TRUE,"ICCAT, ACAP, NAMMCO, IWC",FALSE,NA,TRUE,13,35.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a8fa13d03-3876-ae64-a357-4823082c2984?&start=2025-01-04&end=2025-02-03"")"
"ATLANTIC QUEEN","627179000","GHA","9223227","fishing","high","fishing","tuna_purse_seines","GHA","SEKONDI-TAKORADI",2025-02-24 14:30:39,4,2025-02-25 07:06:58,4,0.7,"PORT BOUET ANCHORAGE",FALSE,FALSE,FALSE,TRUE,TRUE,2.44166666666667,"CIV",FALSE,"FCWC, IWC, NAMMCO, ACAP, ICCAT",FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3f7c46fe4-45f8-0685-a7e5-60d531c7c352?&start=2025-02-22&end=2025-02-27"")"
"GREEN CRYSTAL","311009700","BHS","8920995","carrier","high","carrier","carrier","MRT","CANSADO",2025-01-09 08:29:18,4,2025-01-14 10:49:18,4,5.1,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ce56262b2-27e2-2871-b2a2-645b787f9fb0?&start=2025-01-07&end=2025-01-16"")"
"HLF7","412209590","CHN",NA,"fishing","high","fishing","trawler ","CIV","ABIDJAN",2024-12-01 10:49:06,4,2025-01-04 16:21:51,4,34.2,"PORT BOUET ANCHORAGE",FALSE,FALSE,FALSE,TRUE,TRUE,17.9875,"CIV",FALSE,"IWC, ICCAT, NAMMCO, ACAP, FCWC",FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbed92149-9677-4209-36a6-b3850b14affc?&start=2024-11-29&end=2025-01-06"")"
"FARO DE LIBERTAD","359082024","SLV","8829452","fishing","high","support","purse_seine_support","CIV","ABIDJAN",2024-12-08 12:11:47,4,2025-02-05 08:25:17,4,58.8,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,92.3475,NA,TRUE,"NAMMCO, IWC, ICCAT, ACAP",FALSE,NA,TRUE,8,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aef0e60a4-40f1-e90a-e4aa-d840f22eda4f?&start=2024-12-06&end=2025-02-07"")"
"PANOFI GRACE","627266000","GHA","9517276","fishing","high","fishing","tuna_purse_seines","GHA","TEMA",2025-03-21 06:46:48,3,2025-03-24 06:55:42,3,3,"ABIDJAN",TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,94.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2a72ff6a5-59df-ddc3-fc65-23e0845044e5?&start=2025-03-19&end=2025-03-26"")"
"HAILUFENG8","412209610","CHN",NA,"fishing","med","fishing","trawler ","CIV","ABIDJAN",2024-12-08 23:00:32,4,2025-01-03 18:22:42,4,25.8,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2024-12-06&end=2025-01-05"")"
"BAO WIN","312797000","BLZ","7360320","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2024-12-11 13:13:23,4,2025-01-04 14:09:37,4,24,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,4.42638888888889,"CIV",FALSE,"NAMMCO, ACAP, IWC, ICCAT, FCWC",FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2024-12-09&end=2025-01-06"")"
"PLAYA DE NOJA","224531000","ESP","8806955","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-02-03 15:39:45,4,2025-02-03 18:30:43,4,0.1,"ABIDJAN",TRUE,FALSE,FALSE,TRUE,TRUE,12.0736111111111,"CIV",FALSE,"ACAP, ICCAT, IWC, NAMMCO, FCWC",FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/472962590-0e8b-947d-3f92-4a00e908d511?&start=2025-02-01&end=2025-02-05"")"
"F/V CAP BOJADOR","228280000","FRA","8908026","fishing","high","fishing","tuna_purse_seines","GHA","TEMA",2024-12-06 10:17:52,4,2025-01-14 06:49:30,4,38.8,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cc9dd42b8-8263-d5f5-d479-8027efd525be?&start=2024-12-04&end=2025-01-16"")"
"F/V CAP BOJADOR","228280000","FRA","8908026","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-02-01 10:53:48,4,2025-03-25 06:32:49,4,51.8,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,69.3055555555556,"CIV",FALSE,"ICCAT, ACAP, NAMMCO, IWC, FCWC",TRUE,1,TRUE,3,8.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cc9dd42b8-8263-d5f5-d479-8027efd525be?&start=2025-01-30&end=2025-03-27"")"
"EGALUZE","224580000","ESP","8109620","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2024-12-12 07:10:35,4,2025-01-04 08:00:46,4,23,"ABIDJAN",TRUE,FALSE,FALSE,TRUE,TRUE,111.590555555556,"CIV",TRUE,"NAMMCO, ACAP, IWC, ICCAT, FCWC",FALSE,NA,TRUE,6,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a0aa90604-4562-1097-2a1e-56ca4a57e84f?&start=2024-12-10&end=2025-01-06"")"
"MONTERAIOLA","224742000","ESP","9882009","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-01-07 10:11:36,4,2025-01-21 04:47:59,4,13.8,"ABIDJAN",TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,5.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c44bf0cee-e97e-f9c4-3c32-97d90554b144?&start=2025-01-05&end=2025-01-23"")"
"FRIO MARATHON","311001593","BHS","8916229","carrier","high","carrier","carrier","LBR","MONROVIA",2025-02-20 10:52:31,4,2025-02-22 07:52:30,4,1.8,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f9534c19e-e2ce-1a02-5f59-ace5f93c0be4?&start=2025-02-18&end=2025-02-24"")"
"ZUBEROA","224587000","ESP","8906456","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2024-12-28 23:15:40,4,2025-01-22 09:30:37,4,24.4,"ABIDJAN",TRUE,FALSE,FALSE,TRUE,TRUE,220.761111111111,"CIV",TRUE,"NAMMCO, IWC, ACAP, FCWC, ICCAT",FALSE,NA,TRUE,8,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dcefb03af-f441-973d-84c3-df67066f5a56?&start=2024-12-26&end=2025-01-24"")"
"GARBOLA","225461000","ESP","9747560","fishing","low","support","purse_seine_support","CIV","ABIDJAN",2025-01-29 14:44:47,4,2025-03-28 07:08:05,4,57.7,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,TRUE,1,TRUE,2,6.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cf930809d-da1e-0f57-d725-bee6826624ab?&start=2025-01-27&end=2025-03-30"")"
"F/V STERENN","226180000","FRA","9225548","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2024-12-27 16:13:31,4,2025-01-22 21:25:04,4,26.2,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,61.8727777777778,"CIV",TRUE,"IWC, FCWC, NAMMCO, ICCAT, ACAP",FALSE,NA,TRUE,2,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ec049fc02-2932-810d-f9b3-293e4eec0799?&start=2024-12-25&end=2025-01-24"")"
"JC VICTORIA","312860000","BLZ","7641580","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2024-12-12 10:46:52,4,2025-01-03 07:10:27,4,21.8,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,31.7180555555556,"CIV",FALSE,"ICCAT, FCWC, IWC, NAMMCO, ACAP",FALSE,NA,TRUE,1,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9e508de0a-aa7b-0fae-2a32-a0111c773dfe?&start=2024-12-10&end=2025-01-05"")"
"JC GLORIA","312155000","BLZ","8988818","fishing","low","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-03-07 10:26:11,4,2025-03-09 07:28:18,3,1.9,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ba4343d28-82b7-2393-0c4d-15ac0c4951fb?&start=2025-03-05&end=2025-03-11"")"
"NESTOS REEFER","370115000","PAN","9045156","carrier","med","carrier","carrier","BRA","RIO GRANDE",2025-01-15 19:25:11,4,2025-01-29 12:56:40,4,13.7,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,99.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7d465e38a-ab64-93f1-565b-7bce7fae6d56?&start=2025-01-13&end=2025-01-31"")"
"MARTA REEFER","355295000","PAN","9174701","carrier","high","carrier","carrier","NAM","WALVIS BAY",2025-02-08 02:58:19,4,2025-02-15 10:22:40,4,7.3,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bcb7b9666-6e7b-c035-a144-c0c6a909f2a3?&start=2025-02-06&end=2025-02-17"")"
"ORANGE SEA","311000713","BHS","9795971","carrier","high","carrier","carrier","NGA","LAGOS",2025-02-23 23:33:27,4,2025-02-26 07:43:51,4,2.3,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,80.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f8f94e538-83e7-3344-2d4a-09ad94082937?&start=2025-02-21&end=2025-02-28"")"
"NOVAYA ZEMLYA","325955000","DMA","8514796","carrier","high","carrier","carrier","MRT","CANSADO",2025-01-08 19:25:26,4,2025-01-14 07:00:05,4,5.5,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7b6688435-5b3a-7a03-f26b-8ac411de28aa?&start=2025-01-06&end=2025-01-16"")"
"AVUNDA REEFER","352351000","PAN","9072824","carrier","high","carrier","carrier","MRT","CANSADO",2025-01-24 23:11:56,4,2025-02-01 12:09:35,4,7.5,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/665ebd33c-c956-3093-dee2-b41b11d83307?&start=2025-01-22&end=2025-02-03"")"
"CASSIOPEA","277397000","LTU","9047269","carrier","high","carrier","carrier","MRT","CANSADO",2025-02-08 10:43:36,4,2025-02-13 09:14:41,4,4.9,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7483bb953-3a1d-a5b3-c25b-3c87872cbc7b?&start=2025-02-06&end=2025-02-15"")"
"ALBACORA CARIBE","353171000","PAN","8716825","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-01-01 16:52:27,4,2025-01-28 09:38:13,4,26.7,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,27.9625,"LBR, SLE",FALSE,"NAMMCO, ICCAT, SRFC, FCWC, IWC, ACAP",FALSE,NA,TRUE,4,9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ef9f4545a-a733-e7a5-4cb3-b9cc3cbf66c0?&start=2024-12-30&end=2025-01-30"")"
"F/V GUEOTEC","227549000","FRA","8912986","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2024-12-31 08:44:27,4,2025-02-19 15:20:17,4,50.3,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,293.242222222222,"CIV",TRUE,"NAMMCO, ACAP, ICCAT, IWC, FCWC",TRUE,1,TRUE,9,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/96e442d84-489f-962f-588a-33e367aa0330?&start=2024-12-29&end=2025-02-21"")"
"COOL GIRL","354294000","PAN","9194921","carrier","low","carrier","carrier","CHL","CORONEL",2025-01-29 06:35:08,4,2025-02-17 18:23:14,4,19.5,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ad9a86c7c-cdba-b3c9-c490-ef49adf8c407?&start=2025-01-27&end=2025-02-19"")"
"BAO WIN","312797000","BLZ","7360320","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-02-13 11:38:48,4,2025-03-10 06:29:34,3,24.8,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,22.7408333333333,NA,TRUE,"ACAP, ICCAT, IWC",FALSE,NA,TRUE,32,69.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2025-02-11&end=2025-03-12"")"
"ZILLARRI","312507000","BLZ","9095266","fishing","low","support","purse_seine_support","CIV","ABIDJAN",2025-01-11 14:23:42,4,2025-02-22 13:32:09,4,42,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,3,22.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1eb24bd25-5b68-347b-9498-ad3df136de22?&start=2025-01-09&end=2025-02-24"")"
"NOVA ZEELANDIA","311001171","BHS","8514784","carrier","high","carrier","carrier","AGO","LUANDA",2024-12-30 11:15:23,4,2025-01-06 16:14:35,4,7.2,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,3,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4b3eb996d-d6a1-a914-61e3-2151c105a03c?&start=2024-12-28&end=2025-01-08"")"
"EGALUZE","224580000","ESP","8109620","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-01-08 19:01:15,4,2025-02-10 15:34:50,4,32.8,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,TRUE,171.971111111111,"CIV",TRUE,"NAMMCO, ICCAT, FCWC, IWC, ACAP",FALSE,NA,TRUE,4,13.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a0aa90604-4562-1097-2a1e-56ca4a57e84f?&start=2025-01-06&end=2025-02-12"")"
"EGALUZE","224580000","ESP","8109620","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-02-10 15:59:10,4,2025-02-11 07:43:41,4,0.6,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,70.4180555555556,"CIV",FALSE,"FCWC, ICCAT, IWC, ACAP, NAMMCO",FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a0aa90604-4562-1097-2a1e-56ca4a57e84f?&start=2025-02-08&end=2025-02-13"")"
"ATLANTIC GLORY","312864000","BLZ","8919403","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-02-22 11:40:23,4,2025-03-14 06:54:16,4,19.8,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,36.4666666666667,"GHA",FALSE,"ACAP, FCWC, ICCAT, NAMMCO, IWC",FALSE,NA,TRUE,3,12.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2134364c-c3d5-8ee9-ddd4-5511c0500a50?&start=2025-02-20&end=2025-03-16"")"
"DICHA UNO","312697000","BLZ","8029026","fishing","low","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-03-04 08:09:15,4,2025-03-13 15:40:45,4,9.3,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,TRUE,81.5736111111111,"CIV, GHA",FALSE,"NAMMCO, FCWC, IWC, ICCAT, ACAP",FALSE,NA,TRUE,1,9.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2842f60c5-5d09-d79a-ea8d-a65b3a62a81b?&start=2025-03-02&end=2025-03-15"")"
"BAO WIN","312797000","BLZ","7360320","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-01-12 15:42:51,4,2025-02-05 18:53:53,4,24.1,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,4.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2025-01-10&end=2025-02-07"")"
